iter	Passed	Remaining
142	3401	20387
143	3406	20250
144	3411	20113
145	3415	19980
146	3429	19900
147	3441	19812
148	3463	19779
149	3474	19686
150	3487	19606
151	3497	19513
152	3506	19411
153	3514	19308
154	3519	19186
155	3523	19064
156	3528	18944
157	3537	18851
158	3552	18787
159	3556	18672
160	3565	18578
161	3575	18496
162	3583	18401
163	3603	18368
164	3607	18254
165	3618	18177
166	3630	18110
167	3645	18052
168	3649	17947
169	3656	17854
170	3663	17758
171	3689	17763
172	3705	17711
173	3722	17670
174	3727	17571
175	3746	17541
176	3755	17460
177	3779	17454
178	3789	17379
179	3798	17305
180	3813	17256
181	3829	17213
182	3835	17124
183	3840	17029
184	3844	16938
185	3850	16850
186	3855	16762
187	3875	16737
188	3888	16684
189	3893	16598
190	3898	16511
191	3912	16463
192	3916	16376
193	3920	16287
194	3935	16245
195	3940	16162
196	3946	16086
197	3952	16007
198	3959	15939
199	3976	15907
200	3990	15864
201	4004	15819
202	4009	15743
203	4037	15752
204	4042	15675
205	4048	15604
206	4054	15531
207	4060	15461
208	4077	15432
209	4095	15406
210	4104	15347
211	4109	15275
212	4121	15229
213	4130	15171
214	4135	15100
215	4160	15099
216	4170	15047
217	4175	14977
218	4180	14907
219	4199	14889
220	4206	14826
221	4212	14762
222	4224	14719
223	4229	14652
224	4254	14655
225	4260	14589
226	4264	14523
227	4272	14466
228	4277	14401
229	4302	14404
230	4308	14343
231	4313	14279
232	4327	14246
233	4340	14209
234	4350	14163
235	4372	14153
236	4387	14124
237	4392	14062
238	4396	14000
239	4422	14003
240	4430	13954
241	4440	13907
242	4449	13861
243	4471	13853
244	4476	13793
245	4497	13786
246	4503	13729
247	4517	13698
248	4522	13640
249	4527	13582
250	4536	13538
251	4541	13481
252	4560	13464
253	4572	13430
254	4578	13375
255	4593	13349
256	4610	13329
257	4615	13275
258	4620	13219
259	4625	13165
260	4642	13143
261	4650	13100
262	4655	13046
263	4661	12994
264	4665	12940
265	4688	12936
266	4699	12900
267	4703	12845
268	4712	12806
269	4718	12756
270	4732	12729
271	4741	12690
272	4748	12645
273	4753	12595
274	4760	12550
275	4776	12528
276	4782	12482
277	4790	12441
278	4799	12402
279	4809	12366
280	4818	12330
281	4826	12289
282	4831	12240
283	4836	12193
284	4855	12181
285	4903	12241
286	4924	12234
287	4933	12197
288	4938	12150
289	4944	12105
290	4949	12058
291	4955	12014
292	4964	11979
293	4969	11933
293	5397	12961
294	5402	12911
295	5410	12867
296	5423	12836
297	5431	12793
298	5446	12768
299	5452	12723
300	5457	12674
301	5467	12636
302	5476	12596
303	5494	12579
304	5507	12549
305	5516	12510
306	5522	12465
307	5533	12432
308	5543	12395
309	5554	12363
310	5560	12319
311	5565	12273
312	5576	12239
313	5588	12209
314	5597	12171
315	5602	12126
316	5608	12084
317	5622	12057
318	5627	12013
319	5645	11995
320	5657	11967
321	5670	11939
322	5675	11894
323	5679	11850
324	5689	11816
325	5700	11785
326	5705	11742
327	5710	11699
328	5715	11656
329	5719	11612
330	5729	11580
331	5740	11550
332	5745	11508
333	5754	11474
334	5763	11441
335	5767	11397
336	5772	11356
337	5779	11319
338	5785	11281
339	5795	11249
340	5801	11211
341	5806	11171
342	5823	11154
343	5830	11119
344	5836	11080
345	5841	11041
346	5852	11013
347	5857	10974
348	5863	10936
349	5879	10918
350	5886	10883
351	5891	10845
352	5899	10812
353	5904	10774
354	5909	10737
355	5915	10701
356	5920	10663
357	5925359	550358	5939	10604
359	5947	10573
360	5966	10560
361	5972	10525
362	5979	10493
363	5986	10459
364	5990	10422
367	5586	9593
368	5591	9561
369	5609	9550
370	5616	9521
371	5624	9494
372	5629	9462
373	5635	9433
374	5643	9405
375	5648	9373
376	5653	9342
377	5662	9317
378	5667	9286
379	5672	9254
380	5677	9223
381	5682	91923382	5687	91613383	5694	91343384	5702	91083385	5707	9078383	6143	9855
384	6150	9824
385	6155	9791
386	6164	9764
387	6174	9739
3391	5759	89323392	5771	89133393	5784	8897
394	5789	8867
395	5794	88373396	5799	8808394	6227	9538
395	6233	9507
3399	5831	8746
400	5836	8717
401	5840	8688
402	5854	8672
403	5862	86484404	5869	86224405	5879	86014406	5886	85754407	5891	85484408	5896	85194409	5900	84914410	5909	84684411	5916	84434412	5924	8420410	6353	9104
411	6361	9078
412	6369	9052
4416	5959	8332414	6385	9000
415	6393	8975
416	6399	8947
417	6411	8927
418	6423	8906
419	6440	8894
420	6445	8864
421	6453	8838
422	6463	8816
423	6474	8795
424	6479	8766
425	6486	8739
426	6502	8726
427	6508	8697
428	6517	8674
429	6522	8645
430	6527	8617
431	6532	8589
432	6539	8563
433	6547	8539
434	6565	8527
435	6569	8498
436	6578	8475
437	6595	8462
438	6600	8434
439	6607	8409
440	6624	8397
441	6629	8369
442	6636	8344
443	6643	8319
444	6648	8291
445	6660	8273
446	6669	8251
447	6674	8224
448	6686	8205
449	6704	8193
450	6709	8166
451	6714	8140
452	6719	8114
453	6727	8090
454	6735	8067
455	6740	8041
456	6755	8027
457	6762	8002
458	6767	7976
459	6772	7949
460	6777	7923
461	6782	7898
462	6797	7884
463	6804	7860
4467	6390	7264465	6823	7818
4469	6417	72364470	6423	72144471	6428	7190469	6858	7734
470	6867	7713
471	6883	7700
472	6899	7686
473	6903	7661
474	6913	7641
475	6919	7617
476	6932	7601
477	6942	7581
478	6947	7557
479	6955	7534
480	6960	7510
481	6970	7490
482	6977	7468
483	6995	7457
484	7012	7445
485	7016	7420
486	7021	7396
487	7030	7375
488	7037	7354
489	7051	7339
490	7057	7316
491	7062	7292
492	7067	7268
493	7074	7246
494	7085	7228
495	7090	7204
4499	6678	66784500	6683	66574501	6697	6644
502	6709	6629
503	6714	6607501	7140	7083
502	7154	7069
503	7159	7046
504	7171	7029
505	7188	7017
506	7193	6994
507	7198	6971
508	7203	6948
509	7208	6926
510	7214	6904
511	7224	6885
512	7229	6863
513	7235	6841
5517	6826	63515518	6833	63325519	6838	63125520	6844	62925521	6861	6283
522	6866	6262
523	6877	6247
524	6886	6230
525	6891	6210
526	6898	6191
527	6908	61755528	6913	6155526	7337	6585
527	7353	6573
5531	6951	6115
532	6955	6094
533	6960	6074531	7394	6505
532	7403	6486
5536	6992	60285537	6997	60095538	7004	59905539	7012	59735540	7028	5963
541	7035	59445542	7042	5927540	7467	6335
541	7473	6314
542	7478	6293
543	7486	6275
544	7493	6255
545	7498	6234
546	7505	6215
547	7520	6203
5551	7115	5774
552	7123	5758
553	7131	5741
554	7143	5727
555	7151	5710
556	7164	5698
557	7172	5681
558	7179	5663
559	7185	5645
560	7190	5626
561	7195	5607
562	7206	5593
563	7211	5574
564	7217	55565565	7222	553855567	7269	55256568	7274	55156569	7287	54956570	7299	5484
571	7305	5466
572	7313	54456573	7322	54357574	7327	541571	7718	5775
57576	7342	53857577	7347	536574	7753	5730
575	7769	5719
576	7775	5699
57581	7399	53157582	7407	52955583	7429	52958584	7450	5285584	7437	5275
585	7481	5285
586	7500	5276
587	7515	5266
588	7521	5248
589	7541	5240
590	7549	5224
591	7554	5206
592	7559	5188
593	7564	5170
594	7569	5152
595	7574	5134
596	7582	5118
597	7596	5106
598	7602	5089
599	7613	5075
600	7627	5063
601	7632	5045
602	7636	5027
603	7641	5009
604	7645	4991
605	7652	4975
606	7657	4957
607	7664	4941
608	7676	4928
609	7680	4910
610	7688	4894
611	7699	4881
612	7704	4864
613	7709	4846
614	7716	4830
615	7725	4815
616	7730	4798
617	7736	4782
618	7741	4765
619	7765	4759
620	7771	4743
621	7777	4726
622	7785	4711
623	7793	4696
624	7799	4679
625	7811	4667
626	7822	4653
627	7842	4645
628	7849	4629
629	7857	4614
630	7868	4601
631	7873	4584
632	7890	4574
633	7895	4557
634	7904	4543
635	7913	4529
636	7918	4512
637	7923	4496
638	7940	4485
639	7946	4469
640	7957	4456
641	7965	4441
642	7970	4425
643	7980	4411
644	7987	4396
645	7992	4379
646	8007	4369
647	8016	4354
648	8021	4338
649	8026	4322
650	8035	4307
651	8050	4296
652	8058	4282
653	8065	4267
654	8069	4250
655	8081	4237
656	8085	4221
657	8095	4207
658	8104	4193
659	8110	4177
660	8115	4162
661	8130	4151
662	8135	4135
663	8144	4121
664	8151	4106
665	8155	4090
666	8161	4074
667	8175	4063
668	8182	4048
669	8191	4034
670	8200	4020
671	8208	4006
672	8221	3994
673	8227	3979
674	8237	3966
675	8244	3951
676	8249	3935
677	8254	3920
678	8265	3907
679	8270	3891
680	8280	3878
681	8290	3865
682	8297	3851
683	8307	3837
684	8315	3824
685	8320	3808
686	8338	3798
687	8346	3785
688	8351	3769
689	8356	3754
690	8361	3739
691	8370	3725
692	8377	3711
693	8385	3697
694	8397	3685
695	8403	3670
696	8407	3655
697	8412	3639
698	8417	3624
699	8422	3609
700	8429	3595
701	8437	3581
702	8442	35667703	8464	3558
704	8469	35447705	8476	35297706	8485	35167707	8491	35017708	8512	3493
709	8516	3478
710	8527	3466
711	8532	3451
712	8537	3436
713	8555	3426
714	8561	3412
715	8566	3397
716	8577	3385
717	8584	3371
718	8596	3359
719	8602	3345
720	8610	3331
721	8615	3317
722	8620	3302
723	8624	3287
724	8629	3273
725	8634	3258
726	8642	3245
727	8655	3234
728	8667	3221
729	8677	3209
730	8682	3194
731	8687	3180
732	8699	3168
733	8704	3154
734	8709	3140
735	8714	3125
736	8719	31117737	8725	3097735	9151	3282
736	9156	3267
737	9183	3260
738	9188	3245
739	9193	3230
740	9201	3216
741	9207	3201
742	9212	3186
7746	8806	2982
747	8817	29707748	8829	29587749	8835	2945
750	8841	2931748	9268	3106
749	9276	3092
750	9283	3078
751	9292	3064
752	9297	3049
753	9302	3035
7757	8891	28387758	8897	28257759	8911	2814
760	8916	2800
761	8921	27867762	8929	27737763	8934	27597764	8948	2748
765	8956	2736
766	8972	2725
767	8977	2711
768	8981	2697
769	8986	2684
770	8995	2671768	9423	2830
769	9429	2816
7773	9026	2635771	9450	2790
7775	9039	2609773	9464	2763
774	9472	2750
775	9477	2735
776	9485	2722
777	9493	2708
778	9498	2694
779	9515	2683
780	9519	2669
781	9524	2655
782	9530	2641
7786	9128	2470
787	9134	2457
788	9138	2443
789	9151	2432
790	9159	2420
791	9164	2406
792	9168	2393
793	9176	2380
794	9187	23697795	9193	23567796	9205	2344
797	9222	2334
798	9244	2325
799	9280	2320
800	9296	2309
801	9328	2303
802	9333	2289
803	9350	2279
804	9357	2266
805	9362	2253
806	9372	2241
807	9378	2228
808	9383	2215
809	9391	2202
810	9396	2189
811	9404	2177
812	9412	2165
813	9420	2152
814	9425	2139
815	9435	2127
816	9446	2115
817	9457	2104
818	9462	2091
819	9472	2079
820	9479	2066
821	9486	2054
822	9494	2042
823	9499	2029
824	9514	2018
825	9533	2008
826	9538	1995
827	9542	1982
828	9546	1969
829	9568	1959
830	9575	1947
831	9584	1935
832	9589	1922
833	9597	1910
834	9606	1898
835	9613	1885
836	9622	1873
837	9627	1861
838	9638	1849
839	9651	1838
840	9656	1825
841	9661	1813
842	9666	1800
843	9671	1787
844	9685	1776
845	9690	1764
846	9696	1751
847	9701	1738
848	9706	1726
849	9726	1716
850	9730	1703
851	9737	1691
852	9753	1680
853	9759	1668
854	9785	1659
855	9792	1647
856	9798	1634
857	9802	1622
858	9810	1610
859	9815	1597
860	9822	1585
861	9830	1573
862	9837	1561
863	9843	1549
864	9848	1537
865	9861	1525
866	9869	1513
867	9880	1502
868	9884	1490
869	9889	1477
870	9894	1465
871	9899	1453
872	9904	1440
873	9920	1430
874	9927	1418
875	9932	1406
876	9940	1394
877	9949	1382
878	9954	1370
879	9959	1358
880	9964	1345
881	9971	1334
882	9980	1322
883	9986	1310
884	9990	1298
885	10007	1287
886	10013	1275
887	10034	1265
888	10040	1253
889	10045	1241
890	10050	1229
891	10060	1218
892	10068	1206
893	10074	1194
894	10084	1183
895	10098	1172
896	10133	1163
897	10166	1154
898	10194	1145
899	10233	1137
900	10245	1125
901	10251	1113
902	10260	1102
903	10267	1090
904	10274	1078
905	10279	1066
906	10284	1054
907	10298	1043
908	10306	1031
909	10311	1019
910	10331	1009
911	10336	997
912	10340	985
913	10345	973
914	10350	961
915	10365	950
916	10374	939
917	10379	927
918	10384	915
919	10394	903
920	10406	892
921	10415	881
922	10429	870
923	10438	858
924	10443	846
925	10448	834
926	10454	823
927	10469	812
928	10479	800
929	10484	789
930	10496	777
931	10501	766
932	10508	754
933	10513	742
934	10517	731
935	10527	719
936	10577	711
937	10594	700
938	10600	688
939	10605	676
940	10615	665
941	10631	654
942	10641	643
943	10646	631
944	10656	620
945	10663	608
946	10669	597
947	10674	585
948	10687	574
949	10692	562
950	10701	551
951	10706	539
952	10711	528
953	10723	517
954	10733	505
955	10737	494
956	10752	483
957	10762	471
958	10781	460
959	10787	449
960	10791	437
961	10795	426
962	10804	415
963	10808	403
964	10819	392
965	10825	381
966	10839	369
967	10849	358
968	10859	347
969	10865	336
970	10871	324
971	10875	313
972	10881	301
973	10894	290
974	10906	279
975	10911	268
976	10916	256
977	10925	245
978	10932	234
979	10936	223
980	10946	212
981	10952	200
982	10957	189
983	10962	178
984	10967	167
985	10971	155
986	10977	144
987	10981	133
988	10988	122
989	10993	111
990	10999	99
991	11004	88
992	11011	77
993	11015	66
994	11022	55
995	11030	44
996	11036	33
997	11041	22
998	11046	11
999	11050	0
4	22
998	11179	11
999	11186	0
316	45
996	11320	34
997	11325	22
998	11332	11
999	11340	0
