iter	RMSE
271	41.24802058
272	41.2420528
273	41.2358978
274	41.23255452
275	41.22706598
276	41.224146
277	41.22123648
278	41.21745916
279	41.2136311
280	41.21088742
281	41.20761114
282	41.20564358
283	41.20155875
284	41.19927657
285	41.19437952
286	41.19158881
287	41.1901107
288	41.18585061
289	41.18206697
290	41.1752124
291	41.17216119
292	41.1661256
293	41.16047365
294	41.15585524
295	41.15443901
296	41.15274818
297	41.14695666
298	41.14557398
299	41.14296419
300	41.14068588
301	41.13541598
302	41.13338244
303	41.12997277
304	41.12663382
305	41.12381482
306	41.11877762
307	41.1139087
308	41.1119798
309	41.10995279
310	41.10785629
311	41.10560838
312	41.10262178
313	41.09785609
314	41.09657146
315	41.09571153
316	41.09340187
317	41.09044984
318	41.0848405
319	41.08189142
320	41.07793775
321	41.07483455
322	41.07277984
323	41.07099837
324	41.06978738
325	41.06695437
326	41.06505177
327	41.06137023
328	41.05951932
329	41.0565804
330	41.05452978
331	41.05304466
332	41.05034624
333	41.04823925
334	41.04716428
335	41.04589943
336	41.04192402
337	41.03865298
338	41.03593655
339	41.03399839
340	41.03194137
341	41.02914434
342	41.02584268
343	41.0233742
344	41.02159683
345	41.01695543
346	41.0148382
347	41.01331368
348	41.01182402
349	41.00977392
350	41.00819778
351	41.00635482
352	41.00345857
353	41.00130552
354	40.99850062
355	40.99622324
356	40.99529103
357	40.99338865
358	40.99012218
359	40.98685206
360	40.98504557
361	40.98017933
362	40.97780255
363	40.97592722
364	40.97193451
365	40.97099313
366	40.96733127
367	40.9646628
368	40.95962338
369	40.95821591
370	40.95441711
371	40.95319384
372	40.95018541
373	40.94797975
374	40.94660296
375	40.94449048
376	40.93926067
377	40.93727331
378	40.93587866
379	40.93334624
380	40.93201923
381	40.92990065
382	40.92766773
383	40.92391494
384	40.92241597
385	40.921569
386	40.91753013
387	40.9147186
388	40.91316214
389	40.9106225
390	40.90706688
391	40.90331052
392	40.90215774
393	40.8984336
394	40.89567086
395	40.89221867
396	40.88935961
397	40.88681962
398	40.88505167
399	40.88298229
400	40.88096456
401	40.8795132
402	40.87729011
403	40.87613173
404	40.8739657
405	40.87226855
406	40.86751643
407	40.86557933
408	40.86194297
409	40.86034239
410	40.85802237
411	40.85501761
412	40.85321875
413	40.85137639
414	40.84760366
415	40.84562075
416	40.84374087
417	40.84189577
418	40.8387656
419	40.83694431
420	40.83422267
421	40.83176459
422	40.83048542
423	40.82591502
424	40.82452587
425	40.82222892
426	40.81727625
427	40.81486888
428	40.81321996
429	40.81017943
430	40.80804053
431	40.80714455
432	40.80371358
433	40.80192003
434	40.80054643
435	40.79925726
436	40.79782045
437	40.79516594
438	40.79378042
439	40.7902258
440	40.78893319
441	40.7866764
442	40.78555949
443	40.78440135
444	40.78348074
445	40.78148341
446	40.78062258
447	40.77851425
448	40.77536576
449	40.77245538
450	40.77101698
451	40.76710281
452	40.76517874
453	40.76367413
454	40.7604802
455	40.75879526
456	40.75512994
457	40.75382095
458	40.75235998
459	40.74945051
460	40.74618183
461	40.74335559
462	40.74104964
463	40.73853167
464	40.73766777
465	40.73601605
466	40.73452551
467	40.73385146
468	40.73237505
469	40.7309826
470	40.73034831
471	40.72864012
472	40.72566475
473	40.72340829
474	40.72222849
475	40.72017501
476	40.71923354
477	40.71793531
478	40.71537839
479	40.71495503
480	40.71299035
481	40.71055734
482	40.70894229
483	40.70769162
484	40.706121
485	40.70481486
486	40.70321341
487	40.70099474
488	40.69935085
489	40.69862846
490	40.69556431
491	40.69314347
492	40.69063809
493	40.69007768
494	40.68938305
495	40.68821246
496	40.68672547
497	40.68583124
498	40.68396242
499	40.68122384
500	40.67908424
501	40.6778667
502	40.67632178
503	40.67395422
504	40.67246016
505	40.67181112
506	40.67035571
507	40.66806528
508	40.66678938
509	40.66548424
510	40.6631699
511	40.66103338
512	40.65947731
513	40.65778565
514	40.65676575
515	40.65606983
516	40.65522531
517	40.65342071
518	40.65238763
519	40.65143557
520	40.6504157
521	40.64939878
522	40.64773364
523	40.64626444
524	40.64417278
525	40.64257481
526	40.64048668
527	40.63956892
528	40.6369567
529	40.63526542
530	40.63347646
531	40.63235905
532	40.63143025
533	40.63009619
534	40.62964558
535	40.62789623
536	40.62526262
537	40.62401197
538	40.6229684
539	40.62241311
540	40.62140848
541	40.62021242
542	40.61656643
543	40.61300627
544	40.61112385
545	40.60945794
546	40.60847279
547	40.60782871
548	40.60650431
549	40.60457278
550	40.60323844
551	40.60145137
552	40.59855274
553	40.5965627
554	40.5958759
555	40.59464032
556	40.59350655
557	40.59203746
558	40.59065309
559	40.58964459
560	40.58799083
561	40.58698196
562	40.58487061
563	40.58381707
564	40.58276102
565	40.58217633
566	40.58094386
567	40.57803063
568	40.57735981
569	40.57685446
570	40.57605643
571	40.5749079
572	40.57287561
573	40.57142142
574	40.56962609
575	40.56891869
576	40.56760983
577	40.56647264
578	40.56388065
579	40.56325004
580	40.56231532
581	40.56106037
582	40.55849994
583	40.55795418
584	40.55638814
585	40.55605065
586	40.55355728
587	40.55122765
588	40.54952301
589	40.54773711
590	40.54673088
591	40.54620213
592	40.54544665
593	40.5448328
594	40.54260684
595	40.54137569
596	40.54081203
597	40.53862111
598	40.53772741
599	40.53507074
600	40.53350836
601	40.53262321
602	40.53103037
603	40.52970162
604	40.52876795
605	40.52788829
606	40.52701341
607	40.52661502
608	40.52526563
609	40.52446352
610	40.5236375
611	40.52157626
612	40.52096813
613	40.5203388
614	40.51840179
615	40.51733113
616	40.51582027
617	40.51343257
618	40.51089723
619	40.50797963
620	40.5075659
621	40.50584818
622	40.50324893
623	40.50284654
624	40.50199084
625	40.50087905
626	40.50035547
627	40.49881071
628	40.49728669
629	40.4963619
630	40.49453623
631	40.49353401
632	40.49253443
633	40.49149058
634	40.49011254
635	40.48816923
636	40.48741255
637	40.48588206
638	40.48513248
639	40.48365101
640	40.48283777
641	40.48074304
642	40.47908131
643	40.47809458
644	40.47726721
645	40.47651553
646	40.47582429
647	40.47508519
648	40.47354713
649	40.47288244
650	40.4718373
651	40.47060635
652	40.46975815
653	40.4690131
654	40.46865684
655	40.46602784
656	40.46507489
657	40.46443948
658	40.46395698
659	40.46244328
660	40.46211607
661	40.46046419
662	40.45904346
663	40.45793396
664	40.4575102
665	40.45718191
666	40.45605225
667	40.455261
668	40.4549981
669	40.45350804
670	40.4517847
671	40.44958929
672	40.44881645
673	40.44729813
674	40.44682726
675	40.44644505
676	40.44572648
677	40.44330233
678	40.44218752
679	40.44165197
680	40.44071951
681	40.44017054
682	40.43974743
683	40.43829944
684	40.4376563
685	40.4369305
686	40.43671986
687	40.43636786
688	40.43551878
689	40.43526788
690	40.43386504
691	40.43332579
692	40.43253892
693	40.43173663
694	40.43140981
695	40.43038596
696	40.42848652
697	40.42795521
698	40.42742432
699	40.42627906
700	40.42552992
701	40.424275
702	40.42372628
703	40.42279372
704	40.42202353
705	40.42122173
706	40.42022444
707	40.41887555
708	40.41804226
709	40.41772242
710	40.41654047
711	40.41614182
712	40.415043
713	40.41428528
714	40.41269167
715	40.41043453
716	40.40930273
717	40.40847024
718	40.40735902
719	40.40713007
720	40.4064893
721	40.40485322
722	40.40320596
723	40.4028479
724	40.40188766
725	40.40115311
726	40.40048165
727	40.40000433
728	40.39961021
729	40.39906748
730	40.39824923
731	40.39789337
732	40.39583286
733	40.39475309
734	40.39446456
735	40.39298441
736	40.39159959
737	40.39007951
738	40.38975616
739	40.38878964
740	40.38752004
741	40.38679044
742	40.38603875
743	40.38450374
744	40.38354328
745	40.38341633
746	40.38290397
747	40.38200514
748	40.38172514
749	40.38160574
750	40.38139571
751	40.38091786
752	40.38058348
753	40.37964293
754	40.37847161
755	40.3777796
756	40.37755542
757	40.3766711
758	40.37581036
759	40.37581031
760	40.37498545
761	40.37335608
762	40.37285883
763	40.37223867
764	40.37108771
765	40.37050106
766	40.37027974
767	40.36895427
768	40.36876843
769	40.3681129
770	40.36771223
771	40.36732393
772	40.3666697
773	40.36493618
774	40.36361346
775	40.36228228
776	40.36185634
777	40.36148922
778	40.35968615
779	40.35827658
780	40.35782888
781	40.3569619
782	40.3558721
783	40.35506752
784	40.35366363
785	40.35345791
786	40.35225159
787	40.35209075
788	40.35051894
789	40.34912072
790	40.34769091
791	40.34703046
792	40.34574657
793	40.34396264
794	40.34271436
795	40.34141919
796	40.34054884
797	40.33945824
798	40.33877729
799	40.33800795
800	40.3380079
801	40.33691868
802	40.33634682
803	40.33552906
804	40.33507375
805	40.33472849
806	40.33348635
807	40.33206919
808	40.33137704
809	40.32976389
810	40.32941578
811	40.3290672
812	40.32836252
813	40.32791035
814	40.32707546
815	40.32663564
816	40.32570274
817	40.32494969
818	40.32440489
819	40.32365134
820	40.32331053
821	40.32315843
822	40.32260527
823	40.32233619
824	40.32120296
825	40.32062378
826	40.3197973
827	40.31850838
828	40.31799103
829	40.31798556
830	40.31730162
831	40.31701388
832	40.31639994
833	40.31586525
834	40.31535059
835	40.31496474
836	40.3140297
837	40.31311031
838	40.31260199
839	40.31233897
840	40.31193469
841	40.31096829
842	40.31015656
843	40.30955783
844	40.30898484
845	40.3081451
846	40.30750011
847	40.30726515
848	40.30618185
849	40.30528065
850	40.3040681
851	40.30377515
852	40.30254702
853	40.3017795
854	40.30135663
855	40.30073879
856	40.3005445
857	40.2999854
858	40.29981087
859	40.29916054
860	40.29750119
861	40.29641147
862	40.29576898
863	40.2955402
864	40.29485232
865	40.29399283
866	40.29329859
867	40.29300366
868	40.29212231
869	40.29024422
870	40.28958034
871	40.28907801
872	40.28889255
873	40.287945
874	40.28709539
875	40.28663831
876	40.28590275
877	40.28440746
878	40.28371637
879	40.28173004
880	40.28068802
881	40.28023313
882	40.27984459
883	40.27968506
884	40.27883091
885	40.27820287
886	40.27725936
887	40.2768851
888	40.27679524
889	40.27639082
890	40.27617629
891	40.27585056
892	40.27570445
893	40.27547124
894	40.27481594
895	40.27370775
896	40.27352097
897	40.27343035
898	40.272222
899	40.27184237
900	40.27102529
901	40.27076133
902	40.27000514
903	40.26955033
904	40.26920631
905	40.26890712
906	40.26826258
907	40.26799664
908	40.26762706
909	40.26663655
910	40.26638961
911	40.26572642
912	40.26524711
913	40.2646151
914	40.26409038
915	40.26347142
916	40.26115411
917	40.26053694
918	40.26007838
919	40.25974012
920	40.2596177
921	40.2592957
922	40.25847016
923	40.25744223
924	40.25692489
925	40.25606344
926	40.2555184
927	40.25503168
928	40.25410784
929	40.25338916
930	40.25328104
931	40.25211947
932	40.25190897
933	40.25126631
934	40.25050676
935	40.25003973
936	40.24962944
937	40.24892944
938	40.24879395
939	40.24846551
940	40.24816884
941	40.24707229
942	40.24673109
943	40.24644091
944	40.24500754
945	40.24438149
946	40.24384213
947	40.24352103
948	40.2407873
949	40.24011696
950	40.23985618
951	40.23952165
952	40.23946357
953	40.23785896
954	40.2375272
955	40.23649165
956	40.23626317
957	40.23580639
958	40.23560363
959	40.23518497
960	40.23475486
961	40.23441974
962	40.23301816
963	40.23236713
964	40.23100562
965	40.23022371
966	40.2294604
967	40.22908472
968	40.22863182
969	40.22854456
970	40.22789746
971	40.2269047
972	40.22667218
973	40.22648597
974	40.22555339
975	40.22443605
976	40.22349062
977	40.22349061
978	40.22320312
979	40.22272645
980	40.22232963
981	40.22190408
982	40.22178155
983	40.22129353
984	40.22056508
985	40.21991326
986	40.21939748
987	40.21896591
988	40.21859889
989	40.21814284
990	40.21729753
991	40.21686139
992	40.21675038
993	40.216328
994	40.21564111
995	40.21489073
996	40.21446643
997	40.21427366
998	40.21347944
999	40.21324637
