iter	Passed	Remaining
183	5332	23648
184	5368	23648
185	5396	23618
186	5425	23589
187	5457	23571
188	5488	23549
189	5515	23515
190	5544	23483
191	5571	23448
192	5600	23416
193	5626	23375
194	5656	23349
195	5684	23317
196	5709	23274
197	5736	23237
198	5767	23215
199	5796	23186
200	5825	23155
201	5852	23120
202	5877	23075
203	5907	23052
204	5935	23018
205	5961	22976
206	5988	22940
207	6013	22899
208	6043	22872
209	6070	22838
210	6097	22801
211	6123	22759
212	6153	22734
213	6184	22715
214	6209	22672
215	6238	22643
216	6268	22618
217	6294	22578
218	6322	22548
219	6356	22535
220	6401	22563
221	6429	22530
222	6461	22513
223	6491	22489
224	6520	22459
225	6550	22433
226	6575	22390
227	6613	22394
228	6639	22354
229	6666	22318
230	6695	22288
231	6722	22253
232	6752	22229
233	6793	22240
234	6822	22209
235	6955	22515
236	7060	22729
237	7122	22805
238	7152	22774
239	7179	22734
240	7205	22694
241	7232	22655
242	7259	22614
243	7288	22581
244	7315	22544
245	7343	22508
246	7373	22477
247	7408	22464
248	7435	22425
249	7465	22397
250	7492	22358
251	7518	22317
252	7545	22277
253	7569	22232
254	7599	22201
255	7628	22171
256	7654	22128
257	7681	22091
258	7708	22054
259	7736	22019
260	7763	21980
261	7789	21941
262	7814	21897
263	7840	21859
264	7869	21827
265	7898	21794
266	7925	21756
267	7950	21715
268	7980	21688
269	8007	21649
270	8034	21613
271	8064	21585
272	8098	21566
273	8198	21723
274	8310	21908
275	8411	22065
276	8517	22230
277	8624	22399
278	8749	22611
279	8858	22779
280	9004	23038
281	9133	23255
282	9273	23494
283	9390	23675
284	9489	23805
285	9599	23965
286	9718	24143
287	9820	24278
288	9923	24412
289	10018	24527
290	10133	24689
291	10226	24795
292	10328	24921
293	10439	25069
294	10534	25174
295	10643	25313
296	10745	25435
297	10841	25538
298	10941	25653
299	11052	25789
300	11155	25905
301	11249	26001
302	11344	26096
303	11443	26199
304	11563	26349
305	11695	26526
306	11824	26692
307	11950	26849
308	12081	27016
309	12202	27160
310	12351	27363
311	12476	27512
312	12586	27626
313	12688	27721
314	12801	27838
315	12899	27921
316	12997	28004
317	13100	28097
318	13205	28191
319	13330	28327
320	13434	28416
321	13527	28482
322	13628	28565
323	13746	28680
324	13842	28750
325	13937	28815
326	14031	28879
327	14144	28979
328	14241	29045
329	14375	29186
330	14491	29288
331	14601	29379
332	14697	29438
333	14795	29501
334	14898	29575
335	15045	29732
336	15177	29860
337	15292	29950
338	15409	30046
339	15529	30145
340	15628	30203
341	15725	30255
342	15817	30296
343	15976	30466
344	16122	30609
345	16250	30717
346	16381	30828
347	16476	30869
348	16582	30932
349	16677	30971
350	16773	31013
351	16873	31063
352	16966	31097
353	17067	31146
354	17173	31202
355	17312	31318
356	17459	31446
357	17596	31555
358	17749	31692
359	17880	31787
360	18006	31872
361	18124	31943
362	18310	32131
363	18435	32211
364	18556	32282
365	18689	32374
366	18808	32441
367	18926	32504
368	19065	32601
369	19186	32669
370	19309	32738
371	19457	32847
372	19578	32911
373	19698	32970
374	19821	33035
375	19951	33110
376	20074	33173
377	20196	33233
378	20328	33308
379	20447	33360
380	20571	33421
381	20697	33484
382	20820	33541
383	20940	33592
384	21062	33645
385	21189	33705
386	21333	33791
387	21466	33858
388	21587	33907
389	21717	33968
390	21842	34020
391	21956	34054
392	22076	34097
393	22205	34153
394	22335	34210
395	22457	34253
396	22578	34294
397	22706	34344
398	22836	34397
399	22951	34426
400	23081	34477
401	23201	34513
402	23323	34550
403	23448	34592
404	23573	34632
405	23693	34664
406	23813	34695
407	23941	34739
408	24070	34781
409	24195	34817
410	24317	34848
411	24442	34883
412	24563	34911
413	24677	34929
414	24796	34953
415	24920	34984
416	25050	35022
417	25165	35039
418	25292	35071
419	25402	35080
420	25544	35131
421	25678	35170
422	25808	35203
423	25937	35236
424	26058	35256
425	26259	35382
426	26425	35461
427	26545	35477
428	26653	35476
429	26782	35502
430	26900	35513
431	27011	35515
432	27138	35537
433	27248	35536
434	27349	35523
435	27446	35503
436	27538	35478
437	27640	35465
438	27737	35446
439	27837	35429
440	27935	35409
441	28043	35403
442	28137	35377
443	28235	35358
444	28337	35341
445	28454	35344
446	28564	35337
447	28664	35319
448	28768	35304
449	28889	35309
450	28983	35281
451	29083	35260
452	29178	35232
453	29291	35227
454	29409	35226
455	29543	35244
456	29645	35224
457	29758	35215
458	29858	35192
459	29954	35163
460	30069	35156
461	30218	35189
462	30329	35177
463	30424	35145
464	30516	35110
465	30629	35098
466	30726	35069
467	30832	35049
468	30922	35009
469	31034	34996
470	31127	34960
471	31220	34924
472	31335	34913
473	31446	34896
474	31551	34873
475	31648	34839
476	31745	34806
477	31837	34767
478	31947	34748
479	32062	34733
480	32186	34729
481	32292	34704
482	32404	34685
483	32516	34666
484	32610	34627
485	32729	34615
486	32857	34611
487	32952	34573
488	33064	34551
489	33156	34510
490	33257	34476
491	33375	34460
492	33471	34422
493	33575	34391
494	33673	34353
495	33778	34323
496	33876	34285
497	33971	34244
498	34066	34203
499	34168	34168
500	34287	34150
501	34386	34112
502	34513	34101
503	34636	34086
504	34755	34067
505	34912	34084
506	35021	34054
507	35125	34018
508	35230	33984
509	35333	33947
510	35441	33915
511	35576	33908
512	35678	33870
513	35771	33822
514	35865	33776
515	35970	33739
516	36062	33690
517	36158	33645
518	36261	33606
519	36367	33569
520	36472	33532
521	36568	33485
522	36661	33436
523	36754	33387
524	36859	33348
525	36961	33307
526	37064	33266
527	37156	33215
528	37269	33183
529	37373	33142
530	37519	33138
531	37633	33106
532	37741	33067
533	37834	33016
534	37930	32968
535	38042	32932
536	38181	32919
537	38284	32876
538	38383	32828
539	38480	32779
540	38579	32732
541	38695	32698
542	38793	32649
543	38892	32601
544	38991	32552
545	39095	32508
546	39206	32468
547	39319	32431
548	39412	32376
549	39520	32334
550	39612	32279
551	39711	32229
552	39810	32179
553	39911	32130
554	40005	32076
555	40125	32042
556	40242	32006
557	40354	31965
558	40464	31922
559	40562	31870
560	40658	31816
561	40783	31785
562	40911	31755
563	41012	31704
564	41104	31646
565	41202	31593
566	41314	31550
567	41418	31501
568	41513	31445
569	41607	31388
570	41705	31334
571	41810	31284
572	41903	31226
573	42015	31182
574	42126	31136
575	42270	31115
576	42375	31065
577	42472	31009
578	42573	30955
579	42680	30906
580	42806	30870
581	42917	30823
582	43073	30808
583	43198	30771
584	43315	30727
585	43433	30685
586	43563	30650
587	43679	30605
588	43770	30542
589	43868	30485
590	43976	30433
591	44071	30373
592	44171	30316
593	44276	30263
594	44386	30212
595	44499	30164
596	44610	30113
597	44710	30056
598	44826	30009
599	44927	29951
600	45026	29892
601	45122	29831
602	45238	29783
603	45342	29728
604	45441	29668
605	45540	29609
606	45651	29557
607	45747	29495
608	45846	29435
609	45948	29376
610	46038	29310
611	46146	29256
612	46262	29206
613	46352	29140
614	46469	29090
615	46576	29034
616	46671	28971
617	46766	28907
618	46860	28843
619	46962	28783
620	47077	28731
621	47217	28694
622	47316	28633
623	47414	28570
624	47515	28509
625	47620	28450
626	47726	28392
627	47853	28346
628	47960	28288
629	48055	28223
630	48165	28166
631	48271	28107
632	48392	28056
633	48494	27995
634	48588	27928
635	48698	27871
636	48808	27813
637	48905	27748
638	48998	27681
639	49092	27614
640	49204	27557
641	49317	27501
642	49407	27431
643	49504	27365
644	49598	27298
645	49703	27236
646	49830	27187
647	49956	27136
648	50050	27069
649	50170	27014
650	50266	26947
651	50374	26887
652	50486	26828
653	50608	26774
654	50700	26704
655	50796	26637
656	50889	26567
657	50994	26504
658	51110	26447
659	51221	26387
660	51314	26316
661	51407	26247
662	51560	26207
663	51665	26144
664	51773	26081
665	51879	26017
666	51998	25960
667	52107	25897
668	52217	25835
669	52311	25765
670	52413	25698
671	52516	25632
672	52639	25576
673	52746	25512
674	52860	25451
675	53034	25418
676	53163	25364
677	53338	25331
678	53471	25278
679	53598	25222
680	53715	25162
681	53841	25104
682	53963	25046
683	54079	24984
684	54217	24932
685	54366	24885
686	54539	24848
687	54665	24790
688	54779	24726
689	54892	24661
690	54999	24594
691	55124	24535
692	55257	24479
693	55385	24420
694	55510	24360
695	55610	24289
696	55722	24223
697	55852	24165
698	56335	24258
699	56688	24295
700	56831	24240
701	56954	24177
702	57074	24112
703	57209	24054
704	57343	23994
705	57459	23927
706	57576	23861
707	57692	23794
708	57805	23725
709	57918	23656
710	58039	23591
711	58201	23542
712	58306	23469
713	58439	23408
714	58536	23332
715	58628	23254
716	58724	23178
717	58829	23105
718	58925	23029
719	59036	22958
720	59148	22888
721	59278	22824
722	59401	22758
723	59526	22692
724	59657	22628
725	59779	22561
726	59900	22493
727	60032	22429
728	60186	22373
729	60325	22312
730	60454	22246
731	60587	22182
732	60728	22120
733	60862	22056
734	60983	21987
735	61116	21922
736	61244	21855
737	61383	21791
738	61518	21727
739	61638	21656
740	61752	21584
741	61884	21517
742	62010	21449
743	62133	21379
744	62249	21306
745	62391	21243
746	62519	21174
747	62635	21101
748	62759	21031
749	62882	20960
750	63006	20890
751	63132	20820
752	63234	20742
753	63359	20671
754	63486	20601
755	63587	20522
756	63694	20446
757	63791	20366
758	63882	20284
759	63984	20205
760	64133	20141
761	64239	20064
762	64343	19986
763	64437	19904
764	64550	19829
765	64658	19752
766	64751	19670
767	64847	19589
768	64960	19513
769	65057	19432
770	65159	19353
771	65263	19274
772	65370	19196
773	65468	19116
774	65560	19033
775	65652	18951
776	65765	18874
777	65858	18792
778	65972	18716
779	66094	18642
780	66208	18565
781	66307	18484
782	66404	18403
783	66532	18330
784	66670	18260
785	66801	18187
786	66914	18110
787	67019	18030
788	67133	17953
789	67251	17877
790	67348	17794
791	67456	17715
792	67559	17635
793	67681	17559
794	67788	17480
795	67888	17398
796	67992	17318
797	68116	17242
798	68218	17161
799	68333	17083
800	68447	17005
801	68595	16935
802	68756	16867
803	68895	16795
804	69038	16723
805	69172	16649
806	69287	16570
807	69420	16496
808	69551	16420
809	69664	16341
810	69771	16259
811	69859	16174
812	69972	16094
813	70080	16013
814	70194	15933
815	70318	15856
816	70441	15778
817	70554	15697
818	70670	15618
819	70780	15537
820	70911	15460
821	71031	15381
822	71148	15301
823	71278	15224
824	71411	15147
825	71546	15071
826	71659	14990
827	71780	14910
828	71895	14830
829	72011	14749
830	72159	14675
831	72284	14595
832	72401	14514
833	72513	14433
834	72634	14352
835	72730	14267
836	72828	14182
837	72917	14096
838	73016	14011
839	73146	13932
840	73237	13846
841	73334	13761
842	73430	13675
843	73559	13596
844	73672	13513
845	73764	13427
846	73863	13342
847	73966	13258
848	74094	13178
849	74220	13097
850	74316	13011
851	74424	12928
852	74518	12842
853	74614	12756
854	74708	12669
855	74856	12592
856	74961	12508
857	75067	12423
858	75171	12339
859	75281	12255
860	75384	12170
861	75480	12083
862	75571	11996
863	75659	11909
864	75762	11824
865	75855	11737
866	75950	11651
867	76052	11565
868	76161	11481
869	76257	11394
870	76350	11307
871	76447	11221
872	76547	11135
873	76655	11051
874	76772	10967
875	76880	10882
876	76994	10798
877	77132	10717
878	77260	10635
879	77377	10551
880	77493	10467
881	77598	10381
882	77693	10294
883	77785	10207
884	77877	10119
885	77989	10034
886	78101	9949
887	78204	9863
888	78295	9775
889	78404	9690
890	78499	9603
891	78596	9516
892	78695	9429
893	78801	9343
894	78894	9255
895	78998	9169
896	79105	9083
897	79208	8996
898	79312	8910
899	79409	8823
900	79497	8734
901	79590	8647
902	79712	8562
903	79818	8476
904	79912	8388
905	80010	8301
906	80128	8216
907	80238	8129
908	80336	8042
909	80430	7954
910	80537	7868
911	80629	7780
912	80724	7692
913	80819	7604
914	80936	7518
915	81043	7431
916	81167	7346
917	81274	7259
918	81371	7171
919	81500	7086
920	81594	6998
921	81688	6910
922	81816	6825
923	81940	6739
924	82049	6652
925	82151	6565
926	82276	6479
927	82370	6390
928	82466	6302
929	82559	6214
930	82669	6126
931	82779	6039
932	82873	5951
933	82970	5863
934	83069	5774
935	83192	5688
936	83283	5599
937	83377	5511
938	83476	5422
939	83571	5334
940	83675	5246
941	83802	5159
942	83907	5071
943	84007	4983
944	84117	4895
945	84215	4807
946	84333	4719
947	84453	4632
948	84572	4545
949	84664	4456
950	84755	4367
951	84854	4278
952	84979	4191
953	85095	4103
954	85209	4015
955	85305	3926
956	85426	3838
957	85560	3751
958	85685	3663
959	85796	3574
960	85909	3486
961	86034	3398
962	86133	3309
963	86231	3220
964	86324	3130
965	86475	3043
966	86608	2955
967	86710	2866
968	86800	2776
969	86895	2687
970	87010	2598
971	87157	2510
972	87263	2421
973	87373	2332
974	87467	2242
975	87561	2153
976	87668	2063
977	87821	1975
978	87939	1886
979	88040	1796
980	88133	1706
981	88239	1617
982	88343	1527
983	88435	1437
984	88526	1348
985	88637	1258
986	88730	1168
987	88835	1078
988	88939	989
989	89032	899
990	89143	809
991	89266	719
992	89382	630
993	89479	540
994	89568	450
995	89672	360
996	89764	270
997	89876	180
998	90004	90
999	90119	0
